ID,Gender,DOB,Lead_Creation_Date,City_Code,City_Category,Employer_Code,Employer_Category1,Employer_Category2,Monthly_Income,Customer_Existing_Primary_Bank_Code,Primary_Bank_Type,Contacted,Source,Source_Category,Existing_EMI,Loan_Amount,Loan_Period,Interest_Rate,EMI,Var1,Approved
APPM90999977628,Male,02/08/84,19/09/16,C10006,A,COM0003750,B,4,2280,B005,P,Y,S122,G,0,38000,4,,,2,0
APPO40562665836,Female,19/09/92,19/09/16,C10004,A,COM0049966,C,4,1000,B003,G,N,S122,G,0,,,,,0,0
APPP40570818946,Female,13/05/94,19/09/16,C10005,A,COM0022102,A,4,1500,B004,P,Y,S122,G,0,24000,4,31.5,885,2,0
APPQ90168627011,Female,01/11/95,19/09/16,C10006,A,COM0044256,A,4,1000,B003,G,N,S122,G,0,,,,,0,0
APPS30662046234,Female,03/03/88,19/09/16,C10021,B,COM0011930,A,4,2400,B008,G,N,S122,G,1500,,,,,0,0
APPU30742248409,Female,19/09/92,19/09/16,C10004,A,COM0023468,A,4,1000,B009,G,N,S122,G,0,,,,,0,0
APPV20613763524,Female,09/07/75,19/09/16,C10027,A,COM0038922,B,4,2000,B003,G,N,S122,G,0,,,,,0,0
APPW30153095634,Male,12/09/75,19/09/16,C10003,A,COM0048831,A,4,2400,B001,P,Y,S122,G,0,40000,4,,,2,0
APPY10003798813,Male,04/10/89,19/09/16,C10001,A,COM0000004,B,2,3100,B004,P,Y,S122,G,0,52000,4,13,1395,4,0
APPZ30335087926,Male,20/10/85,19/09/16,C10002,A,COM0002213,C,4,5400,B002,P,Y,S122,G,2000,19000,1,,,10,0
APPA20676221039,Female,31/01/75,19/09/16,C10003,A,COM0003936,B,4,12000,B041,P,N,S122,G,5400,,,,,0,0
APPB50759185146,Female,03/03/85,19/09/16,C10001,A,COM0001052,B,4,10160,B001,P,N,S122,G,1060,,,,,10,0
APPC80358514201,Male,31/10/77,19/09/16,C10002,A,COM0000122,B,3,3500,B004,P,Y,S122,G,220.9,20000,3,16.75,711,10,0
APPD60157649311,Male,15/05/63,19/09/16,C10001,A,COM0000021,A,1,6000,B002,P,Y,S122,G,1000,20000,3,13.99,683,10,0
APPE60086703427,Male,07/02/87,19/09/16,C10003,A,COM0000123,C,3,23000,B010,G,Y,S122,G,0,20000,5,,,10,0
APPF30626849547,Male,19/09/63,19/09/16,C10005,A,COM0037055,A,4,2500,,,Y,S122,G,0,40000,5,19.75,1054,7,0
APPG40614573604,Female,31/01/75,19/09/16,C10003,A,COM0003936,B,4,12000,B041,P,N,S122,G,5400,,,,,0,0
APPH80516891719,Female,13/06/87,19/09/16,C10006,A,COM0033922,A,4,4500,B004,P,Y,S122,G,0,81000,4,13.99,2213,10,0
APPI30519814825,Female,04/12/86,19/09/16,C10002,A,COM0012730,A,4,1700,B003,G,N,S122,G,500,,,,,0,0
APPJ50041931937,Female,14/12/84,19/09/16,C10003,A,COM0016385,A,4,900,B031,G,N,S122,G,50,,,,,0,0
APPK60040528049,Male,09/09/84,19/09/16,C10003,A,COM0009776,B,4,3500,B001,P,Y,S122,G,0,20000,1,,,10,0
APPL50632346102,Male,28/07/85,19/09/16,C10345,C,COM0025982,A,4,2800,B002,P,Y,S122,G,0,30000,5,16.25,734,7,0
APPM40993497212,Female,05/07/95,19/09/16,C10490,C,COM0055062,A,4,800,B004,P,N,S122,G,0,,,,,0,0
APPN70597125328,Male,31/10/77,19/09/16,C10002,A,COM0000122,B,3,3500,B004,P,Y,S122,G,220.9,20000,3,13.99,683,10,0
APPO10811305434,Female,17/04/74,19/09/16,C10139,C,COM0049519,A,4,1000,,,N,S122,G,0,,,,,0,0
APPP50775801547,Female,29/08/91,19/09/16,C10214,C,COM0001337,C,4,1189.1,B002,P,N,S122,G,0,,,,,0,0
APPQ30673036605,Male,04/12/89,19/09/16,C10007,A,COM0052520,C,4,1500,B023,G,Y,S122,G,0,22000,4,35.5,864,2,0
APPR20600069733,Male,27/07/89,19/09/16,C10014,B,COM0000576,B,4,1600,B001,P,Y,S122,G,0,24000,4,,,2,0
APPS80841704807,Female,30/12/81,19/09/16,C10003,A,COM0000059,A,1,10000,B005,P,N,S122,G,4500,,,,,0,0
APPU90715089004,Male,30/12/81,19/09/16,C10003,A,COM0000014,A,,12000,B005,P,Y,S122,G,4500,100000,5,,,10,0
APPV90725102116,Male,17/08/87,19/09/16,C10007,A,COM0001013,A,4,1050,B003,G,Y,S122,G,250,6000,4,35.5,236,2,0
APPX80236315337,Female,14/06/87,19/09/16,C10001,A,COM0000035,B,3,1796.2,B002,P,N,S122,G,0,,,,,0,0
APPY30542504443,Male,05/09/84,19/09/16,C10002,A,COM0052066,B,4,12000,B026,P,Y,S122,G,1100,100000,4,15.25,2796,10,0
APPA80310736621,Female,04/09/92,19/09/16,C10450,C,COM0028100,A,4,1200,B002,P,N,S122,G,0,,,,,0,0
APPB30684942735,Male,11/02/78,19/09/16,C10007,A,COM0000031,C,3,2300,B002,P,Y,S122,G,497.1,20000,5,,,4,0
APPC70227676845,Female,28/02/74,19/09/16,C10003,A,COM0011315,C,4,1950,B021,P,N,S122,G,500,,,,,0,0
APPD40502942918,Female,05/04/80,19/09/16,C10003,A,COM0011518,A,4,5000,B041,P,N,S122,G,2876.6,,,,,0,0
APPF40702662101,Female,25/02/74,19/09/16,C10003,A,COM0011315,C,4,1950,B021,P,N,S122,G,500,,,,,0,0
APPG80125881228,Male,23/12/81,19/09/16,C10006,A,COM0018139,B,4,8800,B002,P,Y,S122,G,2500,20000,1,15.25,1808,10,0
APPH20731417333,Female,28/07/83,19/09/16,C10002,A,COM0010277,B,4,8700,B001,P,N,S122,G,0,,,,,10,0
APPI10752215426,Male,28/06/80,19/09/16,C10003,A,COM0005559,A,4,1750,B001,P,Y,S122,G,0,10000,3,18.25,363,2,0
APPK10582473649,Male,17/01/90,19/09/16,C10001,A,COM0001810,C,4,3100,B001,P,Y,S122,G,0,73000,4,,,7,0
APPL90191796706,Male,28/01/82,19/09/16,C10003,A,COM0008585,B,4,2000,B001,P,Y,S122,G,0,20000,5,16.75,494,4,0
APPM80757123812,Male,31/07/72,19/09/16,C10003,A,COM0004520,C,4,5500,B001,P,Y,S122,G,0,95000,4,13.75,2584,7,0
APPN90642258924,Female,04/03/83,19/09/16,C10054,C,COM0000166,C,4,3450,B002,P,N,S122,G,1400,,,,,0,0
APPO40302999039,Male,13/01/79,20/09/16,C10002,A,COM0030375,A,4,6100,B004,P,Y,S122,G,1200,50000,5,13.99,1163,10,0
APPP50917191145,Male,31/03/75,19/09/16,C10001,A,COM0002318,C,4,8000,B001,P,Y,S122,G,0,10000,1,,,10,0
APPQ90960386212,Male,22/09/74,19/09/16,C10016,B,COM0005287,A,4,3500,B001,P,Y,S122,G,1100,10000,5,,,7,0
APPS80261682404,Female,06/09/92,19/09/16,C10013,B,COM0045610,A,4,1400,B007,G,Y,S122,G,0,21000,4,35.5,825,2,0
APPT20305263519,Male,12/11/91,19/09/16,C10002,A,COM0009585,C,4,2200,B001,P,Y,S122,G,0,37000,4,28.5,1300,2,0
APPU10357407626,Male,30/07/85,19/09/16,C10004,A,COM0035854,B,4,9600,B006,P,Y,S122,G,1900,30000,1,,,10,0
APPV70584662738,Male,14/05/85,19/09/16,C10004,A,COM0004289,B,4,1600,B001,P,Y,S122,G,0,10000,2,18.25,500,2,0
APPW30513006849,Male,15/03/89,19/09/16,C10044,C,COM0021974,C,4,1850,B014,P,Y,S122,G,0,10000,1,18.25,918,2,0
APPX50808548905,Male,03/11/65,19/09/16,C10014,B,COM0000040,C,1,7500,B006,P,Y,S122,G,1500,100000,5,,,10,0
APPZ90639083124,Male,04/12/91,19/09/16,C10001,A,COM0001007,A,4,2000,B001,P,Y,S122,G,554.1,13000,5,16.75,321,4,0
APPB50562111312,Female,12/04/77,19/09/16,C10006,A,COM0013504,A,4,15000,B004,P,N,S122,G,10000,,,,,0,0
APPC70849744431,Female,24/02/90,19/09/16,C10004,A,COM0016359,A,4,1920,B001,P,N,S122,G,0,,,,,2,0
APPD30651798547,Female,28/09/88,19/09/16,C10012,A,COM0013982,C,4,1580,B002,P,N,S122,G,0,,,,,0,0
APPE70959105603,Male,17/05/70,19/09/16,C10001,A,COM0044901,B,4,8500,B041,P,Y,S122,G,2720.1,77000,3,,,10,0
APPF20383145724,Male,16/11/82,19/09/16,C10002,A,COM0055477,B,4,2300,B004,P,Y,S122,G,500,10000,2,28.5,551,2,0
APPG50965795816,Female,18/09/85,19/09/16,C10009,B,COM0016182,A,4,1950.1,B027,G,N,S122,G,612.5,,,,,0,0
APPH50975737926,Male,07/12/83,19/09/16,C10007,A,COM0000661,C,4,45400,B001,P,Y,S122,G,0,150000,4,,,4,0
APPI70466693044,Male,29/10/89,19/09/16,C10010,A,COM0008279,C,4,4500,B004,P,Y,S122,G,0,78000,4,13.75,2122,7,0
APPJ40793693118,Female,03/03/85,19/09/16,C10023,B,COM0009163,A,4,1265.6,,,N,S122,G,0,,,,,0,0
APPK50596098236,Female,01/05/91,19/09/16,C10006,A,COM0000359,B,4,5000,B002,P,N,S122,G,2050,,,,,0,1
APPL90140323309,Female,28/05/78,19/09/16,C10003,A,COM0020791,C,4,980,B007,G,N,S122,G,0,,,,,0,0
APPM60033783414,Male,01/05/91,19/09/16,C10006,A,COM0000359,B,4,5050,B002,P,Y,S122,G,0,10000,1,14.85,902,10,0
APPN50389359529,Male,24/05/89,19/09/16,C10003,A,COM0001006,B,4,2960,B016,G,Y,S122,G,0,51000,4,16.75,1465,4,0
APPO90113833634,Male,31/10/85,19/09/16,C10004,A,COM0047206,A,4,4200,B005,P,Y,S122,G,510.6,50000,3,,,10,0
APPP80119421748,Male,02/07/80,19/09/16,C10002,A,COM0009861,B,4,8000,B001,P,Y,S122,G,1500,100000,5,,,10,0
APPQ70652364808,Female,09/04/85,19/09/16,C10581,C,COM0000036,C,2,1029.8,B021,P,N,S122,G,300,,,,,0,0
APPS90608325045,Female,28/02/93,19/09/16,C10010,A,COM0001593,C,4,1550,B014,P,N,S122,G,0,,,,,0,0
APPT20375602148,Male,15/05/86,19/09/16,C10044,C,COM0000494,C,4,1850,,,Y,S122,G,0,10000,3,,,2,0
APPW30523515416,Female,07/03/92,19/09/16,C10005,A,COM0002890,B,4,2404.3,B004,P,N,S122,G,0,,,,,0,0
APPY10299439633,Female,13/04/84,19/09/16,C10003,A,COM0030619,B,4,1650,B002,P,N,S122,G,1400,,,,,0,0
APPZ40701449711,Male,01/07/86,19/09/16,C10003,A,COM0000342,A,4,1800,B003,G,Y,S122,G,0,29000,4,,,2,0
APPA10934529824,Female,26/08/83,19/09/16,C10045,C,COM0002634,C,4,4250,B004,P,N,S122,G,0,,,,,7,0
APPB60578453932,Female,13/04/84,19/09/16,C10003,A,COM0030597,A,4,1650,B002,P,N,S122,G,0,,,,,0,0
APPC50741046044,Male,16/08/81,19/09/16,C10001,A,COM0012446,B,4,4200,B004,P,Y,S122,G,0,20000,3,,,10,0
APPD60755984106,Female,23/10/91,19/09/16,C10003,A,COM0000936,B,4,2000,B001,P,N,S122,G,300,,,,,2,0
APPE60280115219,Female,11/08/87,19/09/16,C10001,A,COM0024645,B,4,3200,B001,P,N,S122,G,0,,,,,7,0
APPF80693181329,Female,13/04/84,19/09/16,C10003,A,COM0030601,A,4,1650,B002,P,N,S122,G,0,,,,,0,0
APPG40894196438,Male,17/09/80,19/09/16,C10009,B,COM0000946,A,4,4800,B003,G,Y,S122,G,0,86000,4,,,7,0
APPH50385558527,Male,01/03/84,19/09/16,C10002,A,COM0000042,C,3,6189.8,B005,P,Y,S122,G,2436,77000,5,,,10,0
APPI60665908619,Male,14/09/89,19/09/16,C10003,A,COM0001283,B,4,2000,B003,G,Y,S122,G,0,10000,3,18.15,362,2,0
APPJ70457034728,Female,26/11/82,19/09/16,C10008,A,COM0044369,A,4,1200,B009,G,N,S122,G,500,,,,,0,0
APPK10839407835,Male,16/09/87,19/09/16,C10006,A,COM0000014,A,,4000,B002,P,Y,S122,G,0,10000,2,15.25,486,10,0
APPM60329233006,Female,01/08/90,19/09/16,C10006,A,COM0001531,A,4,1383,B004,P,N,S122,G,530,,,,,0,0
APPN10651221113,Male,12/02/87,19/09/16,C10003,A,COM0018415,A,4,5098,B001,P,Y,S122,G,0,10000,3,,,10,0
APPQ50711164401,Female,12/10/85,19/09/16,C10002,A,COM0019964,B,4,3050,B001,P,N,S122,G,1300,,,,,0,0
APPR80066157515,Male,17/04/82,19/09/16,C10009,B,COM0021931,A,4,2699,,,Y,S122,G,0,48000,4,14.85,1332,4,0
APPS90278939628,Female,21/02/90,19/09/16,C10006,A,COM0008633,A,4,2500,,,Y,S122,G,0,20000,4,28.5,703,7,0
APPW10100646036,Male,16/03/86,19/09/16,C10006,A,COM0000015,C,3,4000,B003,G,Y,S122,G,0,100000,5,,,10,0
APPX90065927148,Male,09/03/89,20/09/16,C10005,A,COM0002801,B,4,5300,B003,G,Y,S122,G,0,87000,4,13.99,2377,10,0
APPA30586303429,Male,10/05/88,19/09/16,C10006,A,COM0005899,B,4,2100,B001,P,Y,S122,G,0,35000,4,18.15,1031,2,0
APPC30672369649,Male,16/05/92,19/09/16,C10019,B,COM0003124,A,4,3800,B001,P,Y,S122,G,0,78000,4,,,2,0
APPD20063546709,Female,06/06/86,19/09/16,C10042,C,COM0004937,B,4,1500,B031,G,Y,S122,G,0,8000,1,37,808,2,0
APPE50681265812,Female,20/02/94,19/09/16,C10006,A,COM0038288,A,4,2000,B006,P,Y,S122,G,0,21000,2,,,2,0
APPF90974667947,Female,18/02/92,19/09/16,C10176,C,COM0006906,A,4,900,B004,P,N,S122,G,0,,,,,0,0
APPI30558849225,Female,23/04/95,19/09/16,C10002,A,COM0015728,B,4,1450,B002,P,Y,S122,G,0,20000,3,31.5,866,2,0
APPJ50679009339,Male,04/06/86,19/09/16,C10015,C,COM0001859,B,4,1500,B003,G,Y,S122,G,0,22000,4,,,2,0
APPK10936344442,Female,04/02/85,19/09/16,C10377,C,COM0045029,A,4,1583,,,N,S122,G,6,,,,,0,0
APPL20796473504,Female,08/06/84,19/09/16,C10001,A,COM0005851,B,4,1270,B011,P,N,S122,G,0,,,,,0,0
APPM40864504628,Female,11/01/90,19/09/16,C10003,A,COM0052515,A,4,1500,B010,G,N,S122,G,0,,,,,0,0
APPN40065719703,Female,14/09/78,19/09/16,C10003,A,COM0001357,C,4,5000,B039,G,N,S122,G,2300,,,,,0,0
APPO40396196819,Male,19/12/85,19/09/16,C10024,A,COM0000082,C,1,4700,B011,P,Y,S122,G,0,81000,4,13.99,2213,10,0
APPP20912941922,Female,22/10/86,19/09/16,C10001,A,COM0027995,B,4,3000,B002,P,Y,S122,G,0,20000,4,27,686,7,0
APPQ30028762043,Male,10/06/89,19/09/16,C10003,A,COM0002146,B,4,2200,B006,P,Y,S122,G,120,30000,5,16.75,742,4,0
APPR40999118101,Male,18/02/92,19/09/16,C10011,B,COM0006906,A,4,850,B004,P,Y,S122,G,0,8000,1,35.5,802,0,0
APPS30218394217,Female,05/08/90,19/09/16,C10002,A,COM0000084,A,2,4115,B005,P,N,S122,G,0,,,,,10,0
APPT70439393326,Male,06/06/89,19/09/16,C10002,A,COM0040601,A,4,1500,B030,P,Y,S122,G,0,20000,3,31.5,866,2,0
APPU40703575442,Male,22/04/89,19/09/16,C10007,A,COM0000236,A,4,2500,B014,P,Y,S122,G,0,40000,4,18.15,1178,4,0
APPV50090795505,Male,22/09/86,19/09/16,C10020,A,COM0000006,C,1,7300,B002,P,Y,S122,G,1700,12000,5,13,273,10,0
APPW10349596612,Male,03/12/91,19/09/16,C10005,A,COM0031231,C,4,1500,B019,G,Y,S122,G,0,10000,3,,,2,0
APPY70332513801,Female,06/01/93,24/09/16,C10005,A,COM0014117,B,4,1800,B015,P,N,S122,G,800,,,,,0,0
APPZ20222598914,Female,26/11/87,19/09/16,C10001,A,COM0039173,A,4,3000,B001,P,N,S122,G,550,,,,,0,0
APPB70309909137,Male,02/10/85,19/09/16,C10001,A,COM0002372,B,4,12050,B004,P,Y,S122,G,3400,30000,1,,,10,0
APPC40849476247,Female,23/07/83,19/09/16,C10013,B,COM0011480,A,4,100,B022,G,N,S122,G,0,,,,,0,0
APPD40525785305,Male,11/01/82,19/09/16,C10002,A,COM0021733,A,4,10000,B002,P,Y,S122,G,0,50000,5,,,10,0
APPE30760576418,Female,14/09/78,19/09/16,C10003,A,COM0001357,C,4,5000,B039,G,N,S122,G,2500,,,,,0,0
APPF20592161523,Female,05/03/87,19/09/16,C10002,A,COM0012776,A,4,4400,B001,P,Y,S122,G,1500,40000,3,,,10,0
APPH40674841708,Female,09/03/80,19/09/16,C10004,A,COM0033333,A,4,4000,B003,G,N,S122,G,544.2,,,,,10,0
APPI30746732811,Male,18/08/86,19/09/16,C10001,A,COM0003358,B,4,2450,B001,P,Y,S122,G,0,41000,4,16.75,1178,4,0
APPJ70455732922,Male,03/03/88,19/09/16,C10004,A,COM0006557,B,4,4000,B002,P,Y,S122,G,641.1,73000,5,,,10,0
APPK40295813038,Female,10/11/87,19/09/16,C10006,A,COM0001029,C,4,2870,B002,P,N,S122,G,1200,,,,,0,0
APPL70357807142,Male,21/12/84,19/09/16,C10027,A,COM0003707,B,4,3300,B017,G,Y,S122,G,0,40000,4,18.15,1178,7,0
APPM60538046213,Male,21/05/91,19/09/16,C10002,A,COM0001795,A,4,3000,B003,G,Y,S122,G,0,56000,4,,,2,0
APPN70088171335,Female,03/06/81,19/09/16,C10002,A,COM0004994,B,4,3800,B003,G,N,S122,G,800,,,,,0,0
APPP30956555509,Male,26/09/82,19/09/16,C10005,A,COM0044814,A,4,1500,B034,G,Y,S122,G,0,24000,4,31.5,885,2,0
APPQ60079047623,Female,06/11/92,19/09/16,C10002,A,COM0015948,A,4,1750,B001,P,N,S122,G,550,,,,,0,0
APPS90581732835,Male,31/07/90,19/09/16,C10001,A,COM0029027,A,4,7000,B043,P,Y,S122,G,0,150000,5,13,3413,10,0
APPT80763255945,Male,01/05/80,19/09/16,C10023,B,COM0000631,C,4,2600,B003,G,Y,S122,G,0,25000,3,,,7,0
APPU90060395013,Female,11/02/93,19/09/16,C10004,A,COM0012183,B,4,1630,B001,P,N,S122,G,0,,,,,2,0
APPV10340477143,Female,08/12/80,19/09/16,C10001,A,COM0011194,C,4,7500,B001,P,N,S122,G,0,,,,,10,0
APPX30997155317,Male,10/10/88,19/09/16,C10004,A,COM0000013,A,1,8900,B001,P,Y,S122,G,0,20000,1,,,10,0
APPZ20214533535,Male,03/03/71,19/09/16,C10007,A,COM0000055,A,1,1050,,,Y,S122,G,350,6000,3,35.5,273,2,0
APPA70687292648,Male,13/11/85,19/09/16,C10001,A,COM0036611,B,4,2900,B004,P,Y,S122,G,0,50000,4,,,7,0
APPC40057342811,Female,14/09/92,19/09/16,C10002,A,COM0036437,A,4,985,B004,P,N,S122,G,130,,,,,0,0
APPD80436641937,Male,06/11/87,19/09/16,C10246,C,COM0032486,C,4,2000,B001,P,Y,S122,G,527.4,18000,3,,,2,0
APPE70530318047,Female,26/07/93,22/09/16,C10005,A,COM0001392,B,4,700,B001,P,N,S122,G,0,,,,,0,0
APPF20054854118,Male,10/07/91,19/09/16,C10002,A,COM0044565,A,4,1700,B002,P,Y,S122,G,0,10000,1,,,2,0
APPG90457965224,Male,08/07/60,19/09/16,C10003,A,COM0002962,C,4,3300,B002,P,Y,S122,G,0,20000,4,16.25,569,7,0
APPH10364821337,Female,05/09/91,19/09/16,C10020,A,COM0011732,A,4,1500,B019,G,N,S122,G,500,,,,,0,0
APPL30161363702,Female,14/03/90,19/09/16,C10003,A,COM0001288,C,4,939.6,B006,P,N,S122,G,0,,,,,0,0
APPM40724523823,Male,26/03/84,19/09/16,C10006,A,COM0026626,A,4,2750,B010,G,Y,S122,G,0,30000,3,,,7,0
APPO80127824032,Female,15/01/92,19/09/16,C10011,B,COM0004126,B,4,1000,B001,P,N,S122,G,0,,,,,0,0
APPP80692218147,Female,20/10/92,19/09/16,C10002,A,COM0048970,A,4,1640.2,B001,P,N,S122,G,0,,,,,0,0
APPQ10533609203,Female,25/01/92,19/09/16,C10002,A,COM0020437,B,4,1160,B024,G,N,S122,G,0,,,,,0,0
APPR30493127343,Female,10/08/85,19/09/16,C10006,A,COM0037484,A,4,4800,B001,P,N,S122,G,2600,,,,,0,0
APPS40264922411,Female,30/10/89,19/09/16,C10002,A,COM0000092,C,3,3200,B003,G,Y,S122,G,0,50000,4,13.99,1366,7,0
APPT50076979529,Female,22/06/92,19/09/16,C10005,A,COM0042445,A,4,2500,B003,G,N,S122,G,0,,,,,7,0
APPU40778357634,Male,21/05/58,19/09/16,C10003,A,COM0042924,A,4,4500,B006,P,Y,S122,G,0,20000,3,14.85,692,10,0
APPV60505781743,Female,16/10/86,19/09/16,C10001,A,,,,108.3,B037,G,N,S122,G,0,,,,,0,0
APPW90371464802,Male,09/04/91,19/09/16,C10003,A,COM0000039,C,1,2750,,,Y,S122,G,0,,,,,10,0
APPX60993598917,Male,13/10/95,19/09/16,C10014,B,COM0038171,A,4,19600,,,Y,S122,G,0,180000,4,14.85,4996,7,0
APPZ20788468131,Male,16/07/85,19/09/16,C10005,A,COM0021556,A,4,4000,B002,P,Y,S122,G,1250,47000,4,,,10,0
APPA70656166246,Male,27/12/85,19/09/16,C10002,A,COM0000552,B,4,6000,B001,P,Y,S122,G,0,106000,4,,,10,0
APPB70250804301,Female,22/08/86,19/09/16,C10001,A,COM0037972,C,4,11500,B021,P,N,S122,G,0,,,,,0,0
APPC90553106418,Female,01/02/84,19/09/16,C10044,C,COM0000536,A,4,2000,B001,P,N,S122,G,500,,,,,0,0
APPD20633228532,Male,17/04/88,19/09/16,C10138,C,COM0000344,B,4,3154,B001,P,Y,S122,G,0,30000,5,,,7,0
APPE90419221647,Female,13/12/87,19/09/16,C10010,A,COM0000036,C,2,8200,B021,P,N,S122,G,3500,,,,,0,0
APPF90097196701,Female,12/10/89,19/09/16,C10002,A,COM0006277,B,4,4040,B001,P,N,S122,G,650,,,,,10,0
APPG50815157829,Female,11/02/93,19/09/16,C10003,A,COM0016352,A,4,1200,,,N,S122,G,0,,,,,0,0
APPK50650109213,Male,05/10/83,19/09/16,C10003,A,COM0048363,B,4,2000,B002,P,Y,S122,G,0,30000,5,,,4,0
APPL60245245327,Female,26/01/94,19/09/16,C10004,A,COM0040252,A,4,1100,B002,P,N,S122,G,0,,,,,0,0
APPM10487646439,Male,08/05/86,19/09/16,C10026,C,COM0022471,A,4,4400,B019,G,Y,S122,G,0,89000,4,27,3051,2,0
APPN70119332509,Male,01/09/90,19/09/16,C10002,A,COM0000562,B,4,3700,B002,P,Y,S122,G,0,32000,3,13.99,1094,7,0
APPO90618274615,Female,28/06/87,19/09/16,C10002,A,COM0002549,A,4,2300,B003,G,Y,S122,G,500,21000,3,,,2,0
APPQ60652808826,Male,18/08/91,19/09/16,C10004,A,COM0003083,A,4,1700,B006,P,Y,S122,G,0,20000,4,,,2,0
APPR40363277933,Female,07/07/92,19/09/16,C10006,A,COM0000036,C,2,1192.8,B021,P,N,S122,G,0,,,,,0,0
APPT90359984102,Female,10/06/91,19/09/16,C10006,A,COM0000521,C,4,1550,B014,P,N,S122,G,0,,,,,2,0
APPU20671344227,Female,13/11/82,19/09/16,C10037,B,COM0014933,A,4,4000,B003,G,N,S122,G,1700,,,,,0,0
APPW20960057428,Female,23/04/85,19/09/16,C10006,A,COM0000267,B,4,5000,B002,P,N,S122,G,3200,,,,,0,0
APPX90248887539,Male,11/04/67,19/09/16,C10026,C,COM0000049,A,1,2700,B003,G,Y,S122,G,0,48000,4,,,2,0
APPY60247977641,Female,01/01/88,19/09/16,C10229,C,COM0036998,A,4,1272,B004,P,N,S122,G,0,,,,,0,0
APPZ60483216702,Male,08/06/89,19/09/16,C10003,A,COM0006122,B,4,3603,B001,P,Y,S122,G,0,30000,5,13.99,698,10,0
APPA20001716827,Female,07/07/92,19/09/16,C10006,A,COM0000036,C,2,1192.8,B019,G,N,S122,G,0,,,,,0,0
APPB30076819939,Male,22/07/75,19/09/16,C10002,A,COM0020832,A,4,8500,B006,P,Y,S122,G,1500,60000,4,,,10,0
APPC10417692007,Female,16/06/90,19/09/16,C10001,A,COM0001903,B,4,2400,B001,P,Y,S122,G,0,10000,3,16.75,355,4,0
APPD60786232111,Female,05/12/90,19/09/16,C10002,A,COM0002919,B,4,1300,B012,G,N,S122,G,0,,,,,0,0
APPE30154001226,Female,17/06/86,19/09/16,C10075,C,COM0008817,B,4,1300,B003,G,N,S122,G,350,,,,,0,0
APPF50275432339,Male,20/08/75,19/09/16,C10014,B,COM0048948,A,4,2550,B009,G,Y,S122,G,0,45000,4,14.85,1249,4,0
APPG40695966443,Male,26/10/86,19/09/16,C10036,C,COM0000475,C,4,2025.9,B001,P,Y,S122,G,347.1,20000,5,18.15,510,2,0
APPI50713762629,Male,10/09/85,19/09/16,C10004,A,COM0005472,C,4,2836,B001,P,Y,S122,G,245.3,30000,4,16.75,862,7,0
APPJ20995016746,Male,24/01/81,19/09/16,C10004,A,COM0000573,A,4,3080,B018,G,Y,S122,G,0,52000,4,13.99,1421,4,0
APPK90427903805,Male,11/05/85,19/09/16,C10002,A,COM0000321,B,4,45000,B001,P,Y,S122,G,0,20000,2,13.5,956,10,0
APPL10980585912,Female,28/09/82,19/09/16,C10006,A,COM0007040,B,4,1780,B004,P,Y,S122,G,0,30000,5,,,2,0
APPM20303479019,Female,19/11/95,19/09/16,C10010,A,COM0001423,B,4,1000,B015,P,N,S122,G,0,,,,,0,0
APPN20525347126,Female,03/05/74,19/09/16,C10002,A,COM0039546,B,4,3000,B004,P,Y,S122,G,444.4,20000,4,16.75,575,7,0
APPO50965212234,Male,14/08/90,19/09/16,C10002,A,COM0000253,A,4,4752,B001,P,Y,S122,G,1700,30000,5,13.99,698,10,0
APPP80104415348,Female,24/08/89,19/09/16,C10010,A,COM0036929,A,4,3.2,B041,P,N,S122,G,0,,,,,0,0
APPS60416421634,Male,13/08/86,19/09/16,C10012,A,COM0005077,C,4,5000,,,Y,S122,G,0,,,,,10,0
APPT40502981729,Female,16/03/85,19/09/16,C10001,A,COM0006560,B,4,1600,B001,P,N,S122,G,0,,,,,0,0
APPU40388753837,Female,23/08/88,19/09/16,C10002,A,COM0046763,B,4,8150,B004,P,N,S122,G,2050,,,,,10,0
APPV30021647947,Female,23/10/87,20/09/16,C10002,A,COM0000268,B,4,4300,B001,P,N,S122,G,0,,,,,0,0
APPX20808224118,Female,01/08/62,19/09/16,C10002,A,COM0023027,C,4,17500,B002,P,N,S122,G,3400,,,,,0,0
APPZ60039111316,Male,18/09/64,19/09/16,C10002,A,COM0031357,C,4,7000,B003,G,Y,S122,G,0,100000,5,15.25,2392,10,0
APPA70779906423,Male,25/07/91,19/09/16,C10003,A,COM0000222,C,4,4500,B002,P,Y,S122,G,180.4,50000,5,15.25,1196,10,0
APPB10004378505,Female,19/09/83,19/09/16,C10028,C,COM0004554,A,4,950,B009,G,N,S122,G,277.7,,,,,0,0
APPC60406677649,Male,21/04/89,19/09/16,C10006,A,COM0000524,C,4,2700,B001,P,Y,S122,G,0,51000,4,18.15,1502,2,0
APPD20839226709,Male,02/03/89,19/09/16,C10032,C,COM0013624,C,4,1400,B003,G,Y,S122,G,300,10000,4,37,402,2,0
APPE80085244811,Female,04/07/89,19/09/16,C10002,A,COM0004288,A,4,3000,B041,P,N,S122,G,0,,,,,10,0
APPG10903825034,Female,03/03/86,19/09/16,C10004,A,COM0000214,A,4,2300,B003,G,N,S122,G,0,,,,,0,0
APPH90367712113,Male,25/01/92,19/09/16,C10002,A,COM0006456,B,4,1540,B019,G,Y,S122,G,0,20000,4,,,0,0
