,Price,Bedroom,Bathroom,sqft,zipcode,Address
100662,"$30,000",,,,24279,"9522 Short Hollow Road,
       
        Pound, VA 24279"
100663,"$40,000",,,,24279,"Tbd Bean Gap Road,
       
        Pound, VA 24279"
100664,"$43,000",2 Bd,2 Bath,"1,978 Sqft",24293,"7231 Rocky Fork Road,
       
        Wise, VA 24293"
100665,"$89,900",,,,41537,"94 Lucky hill,
       
        Jenkins, KY 41537"
100666,"$99,000",4 Bd,2 Bath,"1,742 Sqft",24293,"7737 Birchfield Road,
       
        Wise, VA 24293"
100667,"$55,000",,,,41537,"59 Williams Circle,
       
        Jenkins, KY 41537"
100668,"$24,900",3 Bd,1 Bath,"1,947 Sqft",41537,"92 High Street,
       
        Jenkins, KY 41537"
100669,"$357,333",4 Bd,3 Bath,"4,814 Sqft",24293,"7249 Daytown Road,
       
        Wise, VA 24293"
100670,"$169,000",,,,41537,"52 Fairway Drive,
       
        Jenkins, KY 41537"
100671,"$229,000",3 Bd,2 Bath,"1,718 Sqft",24293,"6802 Lockwood Drive,
       
        Wise, VA 24293"
100672,"$695,000",3 Bd,3 Bath,"2,736 Sqft",24280,"75 Easy St,
       
        Rosedale, VA 24280"
100673,"$695,000",3 Bd,3 Bath,"5,456 Sqft",24280,"75 Easy Street,
       
        Rosedale, VA 24280"
100674,"$919,985",6 Bd,7 Bath,"5,969 Sqft",24280,"194 Willow Brook Drive,
       
        Rosedale, VA 24280"
100675,"$229,900",4 Bd,3 Bath,"1,896 Sqft",24266,"184 Meadow Lark Lane,
       
        Lebanon, VA 24266"
100676,"$345,000",3 Bd,3 Bath,"3,772 Sqft",24266,"164 Hokie Hill Drive,
       
        Lebanon, VA 24266"
100677,"$3,100,000",5 Bd,5 Bath,"4,535 Sqft",24260,"763 Red Bud Lane,
       
        Honaker, VA 24260"
100678,"$240,000",3 Bd,2 Bath,"1,764 Sqft",24260,"3054 Redbud Highway,
       
        Honaker, VA 24260"
100679,"$680,000",4 Bd,4 Bath,"1,806 Sqft",24266,"9117 Mountain Road,
       
        Lebanon, VA 24266"
100680,"$259,000",5 Bd,4 Bath,"2,324 Sqft",24260,"956 Hubbard Town Road,
       
        Honaker, VA 24260"
100681,"$219,000",2 Bd,2 Bath,"1,344 Sqft",24260,"32 Tennessee Street,
       
        Honaker, VA 24260"
100682,"$145,000",4 Bd,1 Bath,"2,484 Sqft",24260,"470 Swords Creek Road,
       
        Honaker, VA 24260"
100683,"$189,900",4 Bd,3 Bath,"1,622 Sqft",24260,"33 Maplewood Drive,
       
        Honaker, VA 24260"
100684,"$350,000",3 Bd,2 Bath,"2,368 Sqft",24266,"12160 US Hwy 19,
       
        Lebanon, VA 24266"
100685,"$350,000",3 Bd,2 Bath,400 Sqft,24266,"12160 Us-19,
       
        Lebanon, VA 24266"
100686,"$120,000",3 Bd,2 Bath,"2,022 Sqft",24260,"614 Putnam Rd,
       
        Honaker, VA 24260"
100687,"$149,000",3 Bd,2 Bath,"1,176 Sqft",24266,"158 Thomas Road,
       
        Lebanon, VA 24266"
100688,"$64,985",3 Bd,1 Bath,"1,196 Sqft",24260,"100 Locust Street,
       
        Honaker, VA 24260"
100689,"$234,900",3 Bd,1 Bath,"1,343 Sqft",24266,"153 Townview Drive,
       
        Lebanon, VA 24266"
100690,"$199,900",4 Bd,2 Bath,"1,920 Sqft",24609,"103 Whites Subdv Road,
       
        Cedar Bluff, VA 24609"
100691,"$309,900",4 Bd,5 Bath,"3,310 Sqft",24266,"87 Gardenside Boulevard,
       
        Lebanon, VA 24266"
100692,"$489,500",4 Bd,3 Bath,"3,036 Sqft",24266,"109 Starnes Drive,
       
        Lebanon, VA 24266"
100693,"$595,000",2 Bd,1 Bath,"1,582 Sqft",24370,"28195 Poor Valley Road,
       
        Saltville, VA 24370"
100694,"$89,900",2 Bd,2 Bath,"2,155 Sqft",24281,"240 Calvary Road,
       
        Rose Hill, VA 24281"
100695,"$120,000",,,,24281,"Forest Hill Drive,
       
        Rose Hill, VA 24281"
100696,"$137,000",2 Bd,1 Bath,"1,090 Sqft",24281,"6864 Dr Thomas Walker Road,
       
        Rose Hill, VA 24281"
100697,"$225,000",2 Bd,3 Bath,"2,270 Sqft",24281,"5696 Dr Thomas Walker Road,
       
        Rose Hill, VA 24281"
100698,"$249,500",4 Bd,2 Bath,"2,652 Sqft",24281,"5994 Dr Thomas Walker Road,
       
        Rose Hill, VA 24281"
100699,"$459,000",5 Bd,4 Bath,"3,720 Sqft",24281,"336 Spruce Drive,
       
        Rose Hill, VA 24281"
100700,"$499,000",3 Bd,2 Bath,"2,160 Sqft",24263,"286 Lewmac Drive,
       
        Jonesville, VA 24263"
100701,"$88,000",4 Bd,1 Bath,"1,620 Sqft",24248,"311 Holiness Hl,
       
        Ewing, VA 24248"
100702,"$149,900",3 Bd,1 Bath,"1,183 Sqft",40831,"81 Hobert Drive,
       
        Smith, KY 40831"
100703,"$319,900",2 Bd,1 Bath,704 Sqft,37869,"1200 Douglas Road,
       
        Sneedville, TN 37869"
100704,"$299,900",3 Bd,1 Bath,"1,040 Sqft",37869,"1087 Black Valley Road,
       
        Sneedville, TN 37869"
100705,"$480,000",3 Bd,2 Bath,"1,800 Sqft",37869,"6235 Tazewell Hwy,
       
        Sneedville, TN 37869"
100706,"$920,000",3 Bd,3 Bath,"3,340 Sqft",37869,"1231 Vardy/Blackwater Road Road,
       
        Sneedville, TN 37869"
100707,"$159,000",2 Bd,2 Bath,"1,232 Sqft",37869,"632 Jacobs Hollow Road,
       
        Sneedville, TN 37869"
100708,"$1,399,000",6 Bd,6 Bath,"5,900 Sqft",24248,"251 Fee Trail,
       
        Ewing, VA 24248"
100709,"$314,000",3 Bd,2 Bath,"1,232 Sqft",37869,"236 Beech St. (C),
       
        Sneedville, TN 37869"
100710,"$369,000",4 Bd,3 Bath,"2,200 Sqft",37869,"236 Beech St. (A & B),
       
        Sneedville, TN 37869"
100711,"$337,900",1 Bd,3 Bath,"1,512 Sqft",37879,"724 Hawk Rdg Road,
       
        Sneedville, TN 37879"
100712,"$193,000",4 Bd,2 Bath,1 Sqft,37869,"109 Jarvis Street Street,
       
        Sneedville, TN 37869"
100713,"$179,900",3 Bd,1 Bath,"1,008 Sqft",37869,"135 Wanola Street,
       
        Sneedville, TN 37869"
100714,"$329,900",5 Bd,2 Bath,"2,596 Sqft",37869,"1940 Main Street,
       
        Sneedville, TN 37869"
100715,"$174,900",3 Bd,2 Bath,"2,336 Sqft",40873,"3109 highway 219,
       
        Wallins, KY 40873"
100716,"$75,000",3 Bd,2 Bath,"1,100 Sqft",24282,"2533 Monarch Road,
       
        Saint Charles, VA 24282"
100717,"$30,000",,,,24282,"Tbd Big Branch Road,
       
        Saint Charles, VA 24282"
100718,"$74,900",3 Bd,1 Bath,"1,554 Sqft",24277,"122 Calvary Street,
       
        Pennington Gap, VA 24277"
100719,"$164,900",4 Bd,2 Bath,"2,016 Sqft",24265,"147 Hound Trail,
       
        Keokee, VA 24265"
100720,"$135,500",3 Bd,1 Bath,"1,204 Sqft",24277,"118 Derby Avenue,
       
        Pennington Gap, VA 24277"
100721,"$155,000",3 Bd,2 Bath,"1,640 Sqft",24277,"175 Hospital View Drive,
       
        Pennington Gap, VA 24277"
100722,"$20,000",1 Bd,1 Bath,"1,000 Sqft",24277,"4400 Big Hill Road,
       
        Pennington Gap, VA 24277"
100723,"$75,000",4 Bd,1 Bath,"1,428 Sqft",24263,"235 Morrison Road,
       
        Jonesville, VA 24263"
100724,"$495,000",3 Bd,3 Bath,"2,653 Sqft",24277,"44745 Veterans Memorial Highway,
       
        Pennington Gap, VA 24277"
100725,"$250,000",2 Bd,1 Bath,"1,300 Sqft",24277,"120 Hawknest Drive,
       
        Pennington Gap, VA 24277"
100726,"$45,000",,,,40828,"20149 Hwy 38,
       
        Evarts, KY 40828"
100727,"$94,500",3 Bd,1 Bath,"1,216 Sqft",40927,"143 Wynn Town Loop,
       
        Closplint, KY 40927"
100728,"$69,900",,,,40927,"21781 Ky 38,
       
        Closplint, KY 40927"
100729,"$199,900",4 Bd,2 Bath,"1,476 Sqft",24263,"1935 Shavers Ford Road,
       
        Jonesville, VA 24263"
100730,"$449,900",3 Bd,3 Bath,"2,446 Sqft",24277,"259 Walnut Grove Drive,
       
        Pennington Gap, VA 24277"
100731,"$189,000",3 Bd,2 Bath,"1,499 Sqft",24277,"216 Hickory Circle Road,
       
        Pennington Gap, VA 24277"
100732,"$29,900",4 Bd,1 Bath,"1,200 Sqft",40927,"224 Seiber Road,
       
        Closplint, KY 40927"
100733,"$199,900",4 Bd,2 Bath,"1,900 Sqft",24277,"1110 Hickory Flats Road,
       
        Pennington Gap, VA 24277"
100734,"$429,000",5 Bd,3 Bath,"4,116 Sqft",24263,"406 Millers Chapel Road,
       
        Jonesville, VA 24263"
100735,"$179,900",3 Bd,2 Bath,"1,315 Sqft",24277,"294 Knob View Drive,
       
        Pennington Gap, VA 24277"
100736,"$120,000",3 Bd,2 Bath,"1,344 Sqft",24277,"40050 Wilderness Road,
       
        Pennington Gap, VA 24277"
100737,"$85,000",3 Bd,2 Bath,"1,528 Sqft",24265,"386 Old Mill Road,
       
        Keokee, VA 24265"
100738,"$22,225",,,,24283,"Tbd Gb Short Street,
       
        Saint Paul, VA 24283"
100739,"$154,900",3 Bd,1 Bath,960 Sqft,24283,"4434 Honey Branch Road,
       
        St. Paul, VA 24283"
100740,"$139,999",3 Bd,1 Bath,"1,066 Sqft",24283,"3408 Kilbourne Drive,
       
        Saint Paul, VA 24283"
100741,"$79,000",3 Bd,2 Bath,"1,120 Sqft",24283,"4127 Middlebrook Way,
       
        Saint Paul, VA 24283"
100742,"$139,900",3 Bd,2 Bath,"1,092 Sqft",24283,"1907 Dante Road,
       
        St. Paul, VA 24283"
100743,"$174,995",3 Bd,2 Bath,"1,834 Sqft",24283,"5865 Creek Hill Road,
       
        Saint Paul, VA 24283"
100744,"$285,000",4 Bd,2 Bath,"2,507 Sqft",24283,"5759 Ring Road,
       
        Saint Paul, VA 24283"
100745,"$19,900",2 Bd,1 Bath,"1,156 Sqft",24283,"4203 Russell Creek Road,
       
        Saint Paul, VA 24283"
100746,"$34,000",,,,24283,"Tbd Us Route 58,
       
        Saint Paul, VA 24283"
100747,"$39,900",,,,24283,"4087 Honey Branch Road,
       
        Saint Paul, VA 24283"
100748,"$39,995",,,,24283,"16557 Broad Street,
       
        Saint Paul, VA 24283"
100749,"$41,000",,,,24283,"000 Burton Ford Road,
       
        Saint Paul, VA 24283"
100750,"$200,000",3 Bd,2 Bath,"1,553 Sqft",24230,"120 Pinto Lane,
       
        Coeburn, VA 24230"
100751,"$247,000",3 Bd,2 Bath,"4,344 Sqft",24224,"64 Salyer Drive,
       
        Castlewood, VA 24224"
100752,"$90,000",3 Bd,1 Bath,"1,512 Sqft",24230,"13517 Herald Road,
       
        Coeburn, VA 24230"
100753,"$299,000",6 Bd,3 Bath,"6,300 Sqft",24237,"389 Roanoke Hill Road,
       
        Dante, VA 24237"
100754,"$85,000",2 Bd,1 Bath,768 Sqft,24224,"34 BLACKSTONE LN,
       
        Castlewood, VA 24224"
100755,"$85,000",2 Bd,1 Bath,768 Sqft,24224,"34 Blackstone Lane,
       
        Castlewood, VA 24224"
100756,"$249,995",3 Bd,3 Bath,"3,716 Sqft",24224,"108 Elam Road,
       
        Castlewood, VA 24224"
100757,"$199,000",5 Bd,2 Bath,"3,176 Sqft",24230,"720 Northeast 2nd Street,
       
        Coeburn, VA 24230"
100758,"$210,000",3 Bd,1 Bath,"2,912 Sqft",24224,"768 Memorial Drive,
       
        Castlewood, VA 24224"
100759,"$124,900",4 Bd,3 Bath,"3,728 Sqft",24224,"11 Ridge Street Street,
       
        Castlewood, VA 24224"
100760,"$649,000",4 Bd,3 Bath,"5,025 Sqft",24290,"639 Meadow Lark Street,
       
        Weber City, VA 24290"
100761,"$39,900",,,,24290,"Tbd Dogwood Street,
       
        Weber City, VA 24290"
100762,"$80,000",,,,24290,"000 Newland Hollow Road,
       
        Weber City, VA 24290"
100763,"$139,900",2 Bd,2 Bath,"2,072 Sqft",24290,"191 Legion Street,
       
        Weber City, VA 24290"
100764,"$149,000",,,,24290,"371 Us Highway 23 South,
       
        Weber City, VA 24290"
100765,"$195,000",3 Bd,1 Bath,"1,641 Sqft",24290,"302 Yuma Road,
       
        Weber City, VA 24290"
100766,"$295,000",4 Bd,2 Bath,"2,058 Sqft",24290,"149 Holston Court Lane,
       
        Weber City, VA 24290"
100767,"$599,900",,,,24290,"0 Frank B. Smith,
       
        Weber City, VA 24290"
100768,"$18,000",,,,24290,"Tbd Pine Street,
       
        Weber City, VA 24290"
100769,"$399,900",3 Bd,3 Bath,"2,576 Sqft",37660,"366 East Carters Valley Road,
       
        Kingsport, TN 37660"
100770,"$165,000",3 Bd,1 Bath,855 Sqft,37665,"304 Mohawk Street Street,
       
        Kingsport, TN 37665"
100771,"$169,000",2 Bd,1 Bath,924 Sqft,37660,"310 Virginia Drive,
       
        Kingsport, TN 37660"
100772,"$152,500",2 Bd,1 Bath,"1,344 Sqft",37665,"2031 Adair Avenue,
       
        Kingsport, TN 37665"
100773,"$165,000",2 Bd,1 Bath,"1,212 Sqft",37665,"214 West Carters Valley Road,
       
        Kingsport, TN 37665"
100774,"$189,500",3 Bd,2 Bath,"2,420 Sqft",24251,"382 Harry Fry Drive,
       
        Gate City, VA 24251"
100775,"$130,000",3 Bd,1 Bath,992 Sqft,37660,"1374 Skelton Bluff Road,
       
        Kingsport, TN 37660"
100776,"$299,000",4 Bd,5 Bath,"2,688 Sqft",24251,"128 Park Street,
       
        Gate City, VA 24251"
100777,"$125,000",2 Bd,1 Bath,648 Sqft,37665,"1700 Robalee Street,
       
        Kingsport, TN 37665"
100778,"$220,000",4 Bd,2 Bath,"1,602 Sqft",37665,"1678 Echo Court,
       
        Kingsport, TN 37665"
100779,"$399,900",5 Bd,3 Bath,"2,869 Sqft",24251,"304 West Jackson Street,
       
        Gate City, VA 24251"
100780,"$185,000",3 Bd,1 Bath,"1,560 Sqft",37665,"701 Dora Street,
       
        Kingsport, TN 37665"
100781,"$220,000",2 Bd,2 Bath,"1,281 Sqft",37665,"515 Aesque Street,
       
        Kingsport, TN 37665"
100782,"$119,000",,,,24292,"Helton Creek Ln,
       
        Whitetop, VA 24292"
100783,"$49,000",,,,24292,"Helton Creek Ln,
       
        Whitetop, VA 24292"
100784,"$119,900",,,,24292,"Tbd Mud Creek Road,
       
        Whitetop, VA 24292"
100785,"$46,900",,,,24292,"Lane,
       
        Whitetop, VA 24292"
100786,"$128,900",2 Bd,1 Bath,788 Sqft,28643,"851 E Whenlin Ridge Road,
       
        Lansing, NC 28643"
100787,"$155,000",3 Bd,1 Bath,"1,176 Sqft",24378,"6322 Whitetop Road,
       
        Troutdale, VA 24378"
100788,"$215,000",3 Bd,2 Bath,"1,376 Sqft",24378,"602 Serenity Cove Road,
       
        Troutdale, VA 24378"
100789,"$449,900",2 Bd,1 Bath,768 Sqft,24236,"21240 Locust Branch Road Road,
       
        Damascus, VA 24236"
100790,"$750,000",2 Bd,2 Bath,"1,077 Sqft",28643,"1369 Anderson Hill Rd.,
       
        Lansing, NC 28643"
100791,"$439,000",1 Bd,1 Bath,"1,291 Sqft",28643,"246 Lee Osborne Road,
       
        Lansing, NC 28643"
100792,"$114,900",2 Bd,1 Bath,672 Sqft,28615,"3387 Roaring Fork Road,
       
        Creston, NC 28615"
100793,"$535,000",3 Bd,2 Bath,"1,904 Sqft",28643,"317 Petes Hill Dr,
       
        Lansing, NC 28643"
100794,"$995,000",3 Bd,2 Bath,"2,179 Sqft",28615,"321 Flatwoods Road,
       
        Creston, NC 28615"
100795,"$179,900",3 Bd,2 Bath,"1,724 Sqft",24319,"166 Ramblewood Road,
       
        Chilhowie, VA 24319"
100796,"$685,000",3 Bd,2 Bath,"1,840 Sqft",28643,"1195 Long Branch Road,
       
        Lansing, NC 28643"
100797,"$344,900",4 Bd,2 Bath,"2,488 Sqft",24319,"1055 St Clair Creek Rd,
       
        Chilhowie, VA 24319"
100798,"$344,900",4 Bd,2 Bath,"2,488 Sqft",24319,"1055 St Clairs Creek Road,
       
        Chilhowie, VA 24319"
100799,"$519,900",3 Bd,3 Bath,"2,284 Sqft",24363,"1512 Quillen Ridge Rd.,
       
        Mouth of Wilson, VA 24363"
100800,"$369,900",3 Bd,2 Bath,"1,680 Sqft",24319,"911 Country Lane,
       
        Chilhowie, VA 24319"
100801,"$995,000",5 Bd,4 Bath,"5,425 Sqft",28693,"11644 NC HWY 88,
       
        Warrensville, NC 28693"
100802,"$124,000",3 Bd,1 Bath,"1,544 Sqft",24354,"265 Flatwoods Road,
       
        Marion, VA 24354"
100803,"$124,000",3 Bd,1 Bath,"1,517 Sqft",24354,"265 Flatwoods Rd,
       
        Marion, VA 24354"
100804,"$357,333",4 Bd,3 Bath,"4,814 Sqft",24293,"7249 Daytown Road,
       
        Wise, VA 24293"
100805,"$88,000",2 Bd,1 Bath,"1,056 Sqft",24293,"304 Northeast Spring Avenue,
       
        Wise, VA 24293"
100806,"$250,000",3 Bd,2 Bath,"1,296 Sqft",24293,"5495 Airport Road,
       
        Wise, VA 24293"
100807,"$90,000",2 Bd,1 Bath,"1,008 Sqft",24293,"214 Northeast Spring Avenue,
       
        Wise, VA 24293"
100808,"$159,999",3 Bd,1 Bath,"1,167 Sqft",24293,"125 Northeast Modoc Avenue,
       
        Wise, VA 24293"
100809,"$225,000",3 Bd,2 Bath,"1,521 Sqft",24293,"6506 Black Oak Street,
       
        Wise, VA 24293"
100810,"$269,000",4 Bd,4 Bath,"2,560 Sqft",24293,"229 Southwest Dogwood Drive,
       
        Wise, VA 24293"
100811,"$219,000",3 Bd,2 Bath,"1,512 Sqft",24293,"5486 Airport Road,
       
        Wise, VA 24293"
100812,"$239,900",5 Bd,3 Bath,"2,016 Sqft",24293,"305 Grant Street,
       
        Wise, VA 24293"
100813,"$72,700",2 Bd,1 Bath,"1,091 Sqft",24293,"402 Birchfield Road,
       
        Wise, VA 24293"
100814,"$89,000",3 Bd,2 Bath,980 Sqft,24293,"8911 Galax Road,
       
        Wise, VA 24293"
100815,"$109,900",2 Bd,2 Bath,"1,117 Sqft",24293,"9305 Adwell Road,
       
        Wise, VA 24293"
100816,"$119,000",3 Bd,2 Bath,924 Sqft,24293,"113 Southwest Locust Avenue,
       
        Wise, VA 24293"
100817,"$30,000",,,,24293,"Tbd Cherry Lane,
       
        Wise, VA 24293"
100818,"$29,777",,,,24293,"Tbd Greenwood Circle,
       
        Wise, VA 24293"
100819,"$94,500",3 Bd,2 Bath,"1,512 Sqft",24293,"9010 Suffolk Road,
       
        Wise, VA 24293"
100820,"$86,000",,,,24293,"00 Coeburn Mountain Road,
       
        Wise, VA 24293"
100821,"$79,000",,,,24293,"0 Paramont Road,
       
        Wise, VA 24293"
100822,"$89,000",,,,24293,"Tbd Duncan Gap Road,
       
        Wise, VA 24293"
100823,"$90,000",3 Bd,1 Bath,"1,560 Sqft",24293,"705 Coeburn Road,
       
        Wise, VA 24293"
100824,"$99,000",4 Bd,2 Bath,"1,742 Sqft",24293,"7737 Birchfield Road,
       
        Wise, VA 24293"
100825,"$153,000",3 Bd,2 Bath,"1,968 Sqft",24293,"6604 Birchfield Road,
       
        Wise, VA 24293"
100826,"$59,000",3 Bd,1 Bath,"1,133 Sqft",24301,"311 S Washington Avenue,
       
        Pulaski, VA 24301"
100827,"$299,900",,,,24301,"701 Cardinal Drive,
       
        Pulaski, VA 24301"
100828,"$299,900",,,,24301,"701 Cardinal DR,
       
        Pulaski, VA 24301"
100829,"$279,500",3 Bd,3 Bath,"3,600 Sqft",24301,"1405 Odell Street,
       
        Pulaski, VA 24301"
100830,"$52,000",3 Bd,1 Bath,"1,581 Sqft",24301,"2001 ALUM SPRING ROAD,
       
        PULASKI, VA 24301"
100831,"$80,000",3 Bd,2 Bath,"1,196 Sqft",24301,"1765 Case Knife RD,
       
        Pulaski, VA 24301"
100832,"$165,000",,,,24301,"606 & 608 HENRY Avenue,
       
        Pulaski, VA 24301"
100833,"$26,500",,,,24301,"TBD Beth Scott DR,
       
        Pulaski, VA 24301"
100834,"$172,500",2 Bd,1 Bath,895 Sqft,24301,"225 Altoona Road,
       
        Pulaski, VA 24301"
100835,"$45,000",3 Bd,1 Bath,"2,176 Sqft",24301,"135 S MADISON AVE,
       
        PULASKI, VA 24301"
100836,"$229,000",4 Bd,2 Bath,"2,082 Sqft",24301,"336 2nd St SW,
       
        PULASKI, VA 24301"
100837,"$270,000",,,,24301,"1100 Prospect AVE,
       
        Pulaski, VA 24301"
100838,"$270,000",,,,24301,"1100 Prospect Avenue,
       
        Pulaski, VA 24301"
100839,"$199,000",,,,24301,"4932 & 4934 Thornspring Road,
       
        Pulaski, VA 24301"
100840,"$199,000",,,,24301,"4932 Thornspring RD,
       
        Pulaski, VA 24301"
100841,"$45,000",3 Bd,1 Bath,"1,232 Sqft",24301,"2796 MOUNT OLIVET Road,
       
        Pulaski, VA 24301"
100842,"$239,000",3 Bd,1 Bath,"1,264 Sqft",24301,"102 15TH Street NW,
       
        Pulaski, VA 24301"
100843,"$259,000",3 Bd,1 Bath,"1,235 Sqft",24301,"5755 Alum Spring Road,
       
        Pulaski, VA 24301"
100844,"$180,000",,,,24301,"211 Floyd Avenue,
       
        Pulaski, VA 24301"
100845,"$180,000",,,,24301,"211 Floyd AVE,
       
        Pulaski, VA 24301"
100846,"$59,000",,,,24301,"TBD Sunny View Heights Loop,
       
        Pulaski, VA 24301"
100847,"$79,999",3 Bd,1 Bath,988 Sqft,24301,"4845 ROBINSON TRACT Road,
       
        Pulaski, VA 24301"
100848,"$98,500",,,,24311,"Tbd Lee Hwy,
       
        Atkins, VA 24311"
100849,"$160,000",2 Bd,1 Bath,"1,242 Sqft",24311,"1492 Rocky Hollow Road,
       
        Atkins, VA 24311"
100850,"$174,900",4 Bd,3 Bath,"2,052 Sqft",24311,"7090 Lee Hwy,
       
        Atkins, VA 24311"
100851,"$179,900",3 Bd,2 Bath,"1,630 Sqft",24311,"6616 Lee Highway,
       
        Atkins, VA 24311"
100852,"$359,000",,,,24311,"TBD Nicks Creek Road,
       
        Atkins, VA 24311"
100853,"$169,000",4 Bd,3 Bath,"2,016 Sqft",24354,"588 Hutton Branch,
       
        Marion, VA 24354"
100854,"$749,900",5 Bd,4 Bath,"4,336 Sqft",24354,"353 Old Prater,
       
        Marion, VA 24354"
100855,"$599,900",5 Bd,4 Bath,"4,336 Sqft",24354,"353 Old Prater,
       
        Marion, VA 24354"
100856,"$425,000",6 Bd,4 Bath,"4,900 Sqft",24354,"131 Copenhaver Street,
       
        Marion, VA 24354"
100857,"$364,100",3 Bd,3 Bath,"2,776 Sqft",24354,"821 Hickory Lane,
       
        Marion, VA 24354"
100858,"$225,000",3 Bd,3 Bath,"1,341 Sqft",24354,"856 Hollow Road,
       
        Marion, VA 24354"
100859,"$369,500",4 Bd,3 Bath,"1,907 Sqft",24375,"199 Dark Hollow Rd,
       
        Sugar Grove, VA 24375"
100860,"$295,000",3 Bd,2 Bath,"1,311 Sqft",24368,"2352 Cedar Springs Road,
       
        Rural Retreat, VA 24368"
100861,"$330,000",3 Bd,3 Bath,"1,972 Sqft",24368,"262 Sherwood Ave,
       
        Rural Retreat, VA 24368"
100862,"$225,000",3 Bd,2 Bath,"1,308 Sqft",24354,"343 Pearl Avenue,
       
        Marion, VA 24354"
100863,"$189,900",3 Bd,2 Bath,"1,400 Sqft",24368,"208 Mountain View Avenue,
       
        Rural Retreat, VA 24368"
100864,"$225,000",3 Bd,2 Bath,"1,308 Sqft",24354,"224 Palmer Avenue,
       
        Marion, VA 24354"
100865,"$129,900",3 Bd,1 Bath,"1,272 Sqft",24354,"95 Euclid Avenue,
       
        Marion, VA 24354"
100866,"$225,000",3 Bd,2 Bath,"1,493 Sqft",24354,"320 South Iron Street,
       
        Marion, VA 24354"
100867,"$225,000",3 Bd,2 Bath,"1,308 Sqft",24354,"312 S. Iron St.,
       
        Marion, VA 24354"
100868,"$109,900",3 Bd,1 Bath,741 Sqft,24354,"318 Wolfe Avenue,
       
        Marion, VA 24354"
100869,"$225,000",3 Bd,2 Bath,"1,380 Sqft",24354,"533 S CHURCH ST,
       
        Marion, VA 24354"
100870,"$13,500",,,,24312,"Tbd Della Lane,
       
        Austinville, VA 24312"
100871,"$149,900",3 Bd,1 Bath,"2,203 Sqft",24312,"2460 Austinville Rd,
       
        Austinville, VA 24312"
100872,"$150,000",3 Bd,1 Bath,"1,003 Sqft",24312,"14 Pickett Rd,
       
        Austinville, VA 24312"
100873,"$159,000",2 Bd,3 Bath,"3,045 Sqft",24312,"2522 Austinville Road,
       
        Austinville, VA 24312"
100874,"$189,000",3 Bd,1 Bath,"1,638 Sqft",24312,"136 Staff St.,
       
        Austinville, VA 24312"
100875,"$189,900",,,,24312,"1530 Ridge Rd.,
       
        Austinville, VA 24312"
100876,"$199,900",5 Bd,1 Bath,"3,476 Sqft",24312,"4512 Fort Chiswell Rd.,
       
        Austinville, VA 24312"
100877,"$228,900",3 Bd,2 Bath,"1,356 Sqft",24312,"1918 PLEASANTVIEW Road,
       
        Austinville, VA 24312"
100878,"$279,000",4 Bd,1 Bath,"1,856 Sqft",24312,"3355 Austinville Rd,
       
        Austinville, VA 24312"
100879,"$297,500",,,,24312,"Tbd Stoots Mountain Rd.,
       
        Austinville, VA 24312"
100880,"$800,000",,,,24312,"Tbd Pleasant View Church RD,
       
        Austinville, VA 24312"
100881,"$8,950",,,,24312,"Tbd Lead Mine Rd,
       
        Austinville, VA 24312"
100882,"$10,950",,,,24312,"Tbd Lead Mine Rd,
       
        Austinville, VA 24312"
100883,"$12,950",,,,24312,"Tbd Lead Mine Rd,
       
        Austinville, VA 24312"
100884,"$13,950",,,,24312,"Tbd Lead Mine Rd,
       
        Austinville, VA 24312"
100885,"$14,950",,,,24312,"Tbd Lead Mine Rd,
       
        Austinville, VA 24312"
100886,"$15,950",,,,24312,"Tbd Lead Mine Rd,
       
        Austinville, VA 24312"
100887,"$16,950",,,,24312,"Tbd Lead Mine Rd,
       
        Austinville, VA 24312"
100888,"$17,950",,,,24312,"Tbd Oak Ridge Dr,
       
        Austinville, VA 24312"
100889,"$18,950",,,,24312,"Tbd Oak Ridge Dr,
       
        Austinville, VA 24312"
100890,"$20,950",,,,24312,"Tbd Forest Creek Dr,
       
        Austinville, VA 24312"
100891,"$21,950",,,,24312,"Tbd Forest Creek Dr,
       
        Austinville, VA 24312"
100892,"$110,000",3 Bd,1 Bath,"1,128 Sqft",24313,"110 Lone Ash Road,
       
        Barren Springs, VA 24313"
100893,"$45,000",,,,24313,"Lot 22 Lone Ash Rd,
       
        Barren Springs, VA 24313"
100894,"$349,500",,,,24360,"301 Woodland Drive,
       
        Max Meadows, VA 24360"
100895,"$349,500",,,,24360,"301 Woodland DR,
       
        Max Meadows, VA 24360"
100896,"$115,000",1 Bd,1 Bath,616 Sqft,24347,"4516 Irish Mountain Road,
       
        Allisonia, VA 24347"
100897,"$199,900",5 Bd,1 Bath,"3,476 Sqft",24312,"4512 Fort Chiswell Rd.,
       
        Austinville, VA 24312"
100898,"$339,900",3 Bd,2 Bath,"1,440 Sqft",24343,"1103 Deer Ridge Rd.,
       
        Hillsville, VA 24343"
100899,"$497,500",4 Bd,3 Bath,"2,464 Sqft",24324,"2758 Wysor Rd,
       
        Draper, VA 24324"
100900,"$299,500",,,,24360,"193 McGavock Lane,
       
        Max Meadows, VA 24360"
100901,"$419,000",4 Bd,2 Bath,"4,140 Sqft",24324,"2500 KIRBY Road,
       
        Draper, VA 24324"
